conflictep_id,conflictepisode,type_of_conflict2,dyadcount,confterm,ependdate,ependprec,outcome,recur,version,conflict_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region
23004,4,3,2,0,,,,0,3,230,2018,Yemen (North Yemen),Government of Yemen (North Yemen),123,,"AQAP, Forces of Hadi","881, 6254","Government of Bahrain, Government of Eritrea, Government of Morocco, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,,2,4,3/15/1948,4,12/17/2009,1,678,2
23004,4,3,1,0,,,,0,3,230,2019,Yemen (North Yemen),Government of Yemen (North Yemen),123,,Forces of Hadi,6254,"Government of Bahrain, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,,2,4,3/15/1948,4,12/17/2009,1,678,2
23004,4,3,1,0,,,,0,3,230,2020,Yemen (North Yemen),Government of Yemen (North Yemen),123,,Forces of Hadi,6254,"Government of Bahrain, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,,2,4,3/15/1948,4,12/17/2009,1,678,2
23101,1,3,1,0,,,,0,3,231,1949,Myanmar (Burma),Government of Myanmar (Burma),144,,PNDF,200,,1,Kachin,1,3,12/31/1949,6,12/31/1949,6,775,3
23101,1,3,1,1,5/5/1950,1,3,0,3,231,1950,Myanmar (Burma),Government of Myanmar (Burma),144,,PNDF,200,,1,Kachin,1,3,12/31/1949,6,12/31/1949,6,775,3
23102,2,3,1,0,,,,1,3,231,1961,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1962,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1963,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1964,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1965,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1966,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1967,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1968,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1969,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1970,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1971,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1972,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1973,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1974,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1975,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1976,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1977,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1978,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1979,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1980,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1981,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1982,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1983,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1984,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,2,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1985,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1986,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1987,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1988,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1989,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1990,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,0,,,,0,3,231,1991,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23102,2,3,1,1,12/31/1992,5,2,0,3,231,1992,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,2/28/1961,4,775,3
23103,3,3,1,0,,,,1,3,231,2011,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,0,,,,0,3,231,2012,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,0,,,,0,3,231,2013,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,0,,,,0,3,231,2014,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,0,,,,0,3,231,2015,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,0,,,,0,3,231,2016,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,0,,,,0,3,231,2017,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,0,,,,0,3,231,2018,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23103,3,3,1,1,11/29/2019,5,5,0,3,231,2019,Myanmar (Burma),Government of Myanmar (Burma),144,,KIO,201,,1,Kachin,1,3,12/31/1949,6,6/27/2011,1,775,3
23201,1,2,1,0,,,,0,3,232,1949,"China, Taiwan",Government of China,135,,Government of Taiwan,137,,3,Taiwan strait,2,2,10/31/1949,3,10/31/1949,3,"710, 713",3
23201,1,2,1,1,12/31/1950,5,5,0,3,232,1950,"China, Taiwan",Government of China,135,,Government of Taiwan,137,,3,Taiwan strait,1,2,10/31/1949,3,10/31/1949,3,"710, 713",3
23202,2,2,1,1,12/31/1954,5,5,1,3,232,1954,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,2,2,10/31/1949,3,12/31/1954,5,"710, 713",3
23203,3,2,1,1,12/31/1958,5,5,1,3,232,1958,"China, Taiwan",Government of China,135,,Government of Taiwan,137,Government of United States of America,3,Taiwan strait,2,2,10/31/1949,3,12/31/1958,5,"710, 713",3
23301,1,3,1,1,7/19/1949,1,3,0,3,233,1949,Guatemala,Government of Guatemala,11,,Military faction (Guatemala),726,,2,,1,3,7/18/1949,1,7/18/1949,1,90,5
23302,2,3,1,1,6/27/1954,1,4,1,3,233,1954,Guatemala,Government of Guatemala,11,,Forces of Carlos Castillo Armas,727,,2,,1,3,7/18/1949,1,6/18/1954,2,90,5
23303,3,3,1,1,12/31/1963,5,5,1,3,233,1963,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1,3,7/18/1949,1,7/31/1963,3,90,5
23304,4,3,1,0,,,,1,3,233,1965,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1966,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1967,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1968,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1969,Guatemala,Government of Guatemala,11,,FAR I,728,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1970,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1971,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1972,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1973,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1974,Guatemala,Government of Guatemala,11,,"FAR I, FAR II","728, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1975,Guatemala,Government of Guatemala,11,,"EGP, FAR II","730, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1976,Guatemala,Government of Guatemala,11,,"EGP, FAR II","730, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1977,Guatemala,Government of Guatemala,11,,"EGP, FAR II","730, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,2,0,,,,0,3,233,1978,Guatemala,Government of Guatemala,11,,"EGP, FAR II","730, 729",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,3,0,,,,0,3,233,1979,Guatemala,Government of Guatemala,11,,"EGP, FAR II, ORPA","730, 729, 731",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,3,0,,,,0,3,233,1980,Guatemala,Government of Guatemala,11,,"EGP, FAR II, ORPA","730, 729, 731",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,4,0,,,,0,3,233,1981,Guatemala,Government of Guatemala,11,,"EGP, FAR I, FAR II, ORPA","730, 728, 729, 731",,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1982,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1983,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1984,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1985,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1986,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1987,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1988,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1989,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1990,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1991,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1992,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1993,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,0,,,,0,3,233,1994,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23304,4,3,1,1,12/31/1995,5,1,0,3,233,1995,Guatemala,Government of Guatemala,11,,URNG,732,,2,,1,3,7/18/1949,1,12/31/1965,5,90,5
23401,1,3,1,0,,,,0,3,234,1949,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1950,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1951,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1952,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1953,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1954,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1955,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1956,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1957,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1958,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1959,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1960,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1961,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1962,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1963,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1964,Israel,Government of Israel,121,,Palestinian insurgents,202,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1965,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1966,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1967,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1968,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1969,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1970,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1971,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1972,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1973,Israel,Government of Israel,121,,"Non PLO groups, PLO","203, 204",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1974,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1975,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1976,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1977,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1978,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1979,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1980,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1981,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1982,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",Government of Syria,1,Palestine,2,4,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1983,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1984,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1985,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1986,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1987,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1988,Israel,Government of Israel,121,,"PLO, Rejectionist Front","204, 1067",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,2,0,,,,0,3,234,1989,Israel,Government of Israel,121,,"PFLP, PFLP-GC","205, 206",,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1990,Israel,Government of Israel,121,,Fatah,207,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1991,Israel,Government of Israel,121,,Fatah,207,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1992,Israel,Government of Israel,121,,Fatah,207,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1993,Israel,Government of Israel,121,,Hamas,209,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1994,Israel,Government of Israel,121,,Hamas,209,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,0,,,,0,3,234,1995,Israel,Government of Israel,121,,PIJ,208,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23401,1,3,1,1,9/30/1996,5,5,0,3,234,1996,Israel,Government of Israel,121,,PNA,210,,1,Palestine,1,3,5/15/1948,1,12/31/1949,5,666,2
23402,2,3,2,0,,,,1,3,234,2000,Israel,Government of Israel,121,,"Fatah, PNA","207, 210",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,5,0,,,,0,3,234,2001,Israel,Government of Israel,121,,"Fatah, Hamas, PFLP, PIJ, PNA","207, 209, 205, 208, 210",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,5,0,,,,0,3,234,2002,Israel,Government of Israel,121,,"AMB, Fatah, Hamas, PIJ, PNA","211, 207, 209, 208, 210",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,3,0,,,,0,3,234,2003,Israel,Government of Israel,121,,"AMB, Hamas, PIJ","211, 209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,3,0,,,,0,3,234,2004,Israel,Government of Israel,121,,"AMB, Hamas, PIJ","211, 209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,3,0,,,,0,3,234,2005,Israel,Government of Israel,121,,"Fatah, Hamas, PIJ","207, 209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,4,0,,,,0,3,234,2006,Israel,Government of Israel,121,,"Fatah, Hamas, PIJ, PRC","207, 209, 208, 212",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,3,0,,,,0,3,234,2007,Israel,Government of Israel,121,,"Fatah, Hamas, PIJ","207, 209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,2,0,,,,0,3,234,2008,Israel,Government of Israel,121,,"Hamas, PIJ","209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,2,0,,,,0,3,234,2009,Israel,Government of Israel,121,,"Hamas, PIJ","209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,1,0,,,,0,3,234,2010,Israel,Government of Israel,121,,PIJ,208,,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,2,0,,,,0,3,234,2011,Israel,Government of Israel,121,,"Hamas, PIJ","209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23402,2,3,2,1,11/23/2012,2,2,0,3,234,2012,Israel,Government of Israel,121,,"Hamas, PIJ","209, 208",,1,Palestine,1,3,5/15/1948,1,10/1/2000,1,666,2
23403,3,3,2,1,12/24/2014,4,2,1,3,234,2014,Israel,Government of Israel,121,,"Hamas, PIJ","209, 208",,1,Palestine,2,3,5/15/1948,1,7/7/2014,1,666,2
23404,4,3,1,0,,,,1,3,234,2018,Israel,Government of Israel,121,,Hamas,209,,1,Palestine,1,3,5/15/1948,1,4/12/2018,1,666,2
23404,4,3,1,1,11/14/2019,4,2,0,3,234,2019,Israel,Government of Israel,121,,PIJ,208,,1,Palestine,1,3,5/15/1948,1,4/12/2018,1,666,2
23501,1,2,1,0,,,,0,3,235,1949,"North Korea, South Korea",Government of North Korea,138,,Government of South Korea,139,,1,Korea,1,2,5/31/1949,3,5/31/1949,3,"731, 732",3
23501,1,2,1,0,,,,0,3,235,1950,"North Korea, South Korea",Government of North Korea,138,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Canada, Government of France, Government of Greece, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,2,2,5/31/1949,3,5/31/1949,3,"731, 732",3
23501,1,2,1,0,,,,0,3,235,1951,"North Korea, South Korea",Government of North Korea,138,"Government of China, Government of Russia (Soviet Union)",Government of South Korea,139,"Government of Australia, Government of Belgium, Government of Canada, Government of Colombia, Government of Ethiopia, Government of France, Government of Greece, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Philippines, Government of South Africa, Government of Thailand, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Korea,2,2,5/31/1949,3,5/31/1949,3,"731, 732",3
