id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est,COORDS
SUD-2018-3-947-25,2018,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""All Africa,2018-04-23,Gunmen Abduct Two Children in Darfur's Jebel Marra
CR 	Radio Dabanga"";""African Centre for Justice and Peace Studies,2018-04-18,Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur""",All Africa;African Centre for Justice and Peace Studies,2018-04-23;2018-04-18,"Gunmen Abduct Two Children in Darfur's Jebel Marra
CR 	Radio Dabanga;Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur",Radio Dabanga,2,Dobo Omda village,15 km south of Dubo El Omda,North Darfur state,Kebkabiya district,13.148786,24.743967,POINT (24.743967 13.148786),148730,Sudan,625,Africa,1,1,04/04/2018 00:00:00,04/04/2018 00:00:00,0,0,0,0,0,1,0,,POINT (24.743967 13.148786)
SUD-2020-2-16002-4,2020,True,Clear,2,16002,14695,SLM/A - MA - SLM/A - SB,16002,16002,SLM/A - MA - SLM/A - SB,7415,7415,SLM/A - MA,7414,7414,SLM/A - SB,1,"""United Nations Security Council Report,2020-11-13,S/2020/1155* Special Report""",United Nations Security Council Report,2020-11-13,S/2020/1155* Special Report,UN,5,Darfur,Darfur,,,13.0,25.0,POINT (25 13),148731,Sudan,625,Africa,2,5,05/01/2020 00:00:00,10/31/2020 00:00:00,0,0,0,85,85,85,85,,POINT (25 13)
SUD-2020-2-16002-5,2020,True,Clear,2,16002,14695,SLM/A - MA - SLM/A - SB,16002,16002,SLM/A - MA - SLM/A - SB,7415,7415,SLM/A - MA,7414,7414,SLM/A - SB,1,"""United Nations Security Council Report,2020-11-13,S/2020/1155* Special Report""",United Nations Security Council Report,2020-11-13,S/2020/1155* Special Report,UN,5,Darfur,Darfur,,,13.0,25.0,POINT (25 13),148731,Sudan,625,Africa,2,5,01/01/2020 00:00:00,04/30/2020 00:00:00,0,0,0,39,39,39,39,,POINT (25 13)
SUD-2019-2-16002-1,2019,True,Clear,2,16002,14695,SLM/A - MA - SLM/A - SB,16002,16002,SLM/A - MA - SLM/A - SB,7415,7415,SLM/A - MA,7414,7414,SLM/A - SB,1,"""United Nations Security Council Report,2020-11-13,S/2020/1155* Special Report""",United Nations Security Council Report,2020-11-13,S/2020/1155* Special Report,UN,5,Darfur,Darfur,,,13.0,25.0,POINT (25 13),148731,Sudan,625,Africa,2,5,08/01/2019 00:00:00,12/31/2019 00:00:00,0,0,0,25,25,25,25,,POINT (25 13)
SUD-2018-3-947-9,2018,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""African Centre for Justice and Peace Studies,2018-04-18,Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur"";""All Africa,2018-04-23,Gunmen Abduct Two Children in Darfur's Jebel Marra
CR 	Radio Dabanga""",African Centre for Justice and Peace Studies;All Africa,2018-04-18;2018-04-23,"Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur;Gunmen Abduct Two Children in Darfur's Jebel Marra
CR 	Radio Dabanga",Radio Dabanga; ACJPS,2,Dobo Omda village,"west of Dubo El Omda

in Rakoona, near Debo Alomda in East Jebel Marra",North Darfur state,Kebkabiya district,13.148786,24.743967,POINT (24.743967 13.148786),148730,Sudan,625,Africa,1,1,04/02/2018 00:00:00,04/02/2018 00:00:00,0,0,0,2,2,2,2,,POINT (24.743967 13.148786)
SUD-2018-1-666-7,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Sudan Tribune,2018-04-03,SLM-AW says clashes with Sudanese forces continue in Jebel Marra"";""African Centre for Justice and Peace Studies,2018-04-18,Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur""",Sudan Tribune;African Centre for Justice and Peace Studies,2018-04-03;2018-04-18,SLM-AW says clashes with Sudanese forces continue in Jebel Marra;Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur,SLM-AW spokesperson Mohamed Abdel-Rahman al-Nayer,3,East/Sharq Jabel Marra district,"Soani Rakonnoa in eastern Jebel Marra.
East Jebel Marra in South Darfur state",South Darfur state,East/Sharq Jabel Marra district,12.89457,24.58878,POINT (24.58878 12.89457),148010,Sudan,625,Africa,2,2,03/30/2018 00:00:00,03/31/2018 00:00:00,3,4,0,0,7,7,7,,POINT (24.58878 12.89457)
SUD-2018-3-947-8,2018,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""African Centre for Justice and Peace Studies,2018-04-18,Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur"";""Sudan Tribune,2018-04-03,SLM-AW says clashes with Sudanese forces continue in Jebel Marra""",African Centre for Justice and Peace Studies;Sudan Tribune,2018-04-18;2018-04-03,Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur;SLM-AW says clashes with Sudanese forces continue in Jebel Marra,"ACJPS; rebel official; ""The rebel official further accused the ""regime's militia"" of burning ""the villages and properties of the defenceless civilians in the attacked areas"", stressing it was part of a government strategy aiming to achieve ""demographic change"".""",3,East/Sharq Jabel Marra district,"area of Sawani and Rakoona.
East Jebel Marra in South Darfur state",South Darfur state,East/Sharq Jabel Marra district,12.89457,24.58878,POINT (24.58878 12.89457),148010,Sudan,625,Africa,1,1,03/31/2018 00:00:00,03/31/2018 00:00:00,0,0,0,16,16,16,16,,POINT (24.58878 12.89457)
SUD-2018-3-947-2,2018,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,3,"""All Africa,2018-02-16,Open Letter to UN On Detentions, Use of Excessive Force in Sudan
CR 	Radio Dabanga"";""Radio Dabanga,2018-01-22,‘Four shot dead in Central Darfur camp protests’: Coordinator"";""African Centre for Justice and Peace Studies,2018-01-24,Five IDPs killed as SAF and RSF use live ammunition to disperse a protest in Central Darfur""",All Africa;Radio Dabanga;African Centre for Justice and Peace Studies,2018-02-16;2018-01-22;2018-01-24,"Open Letter to UN On Detentions, Use of Excessive Force in Sudan
CR 	Radio Dabanga;‘Four shot dead in Central Darfur camp protests’: Coordinator;Five IDPs killed as SAF and RSF use live ammunition to disperse a protest in Central Darfur","Enough Project; El Shafee Abdallah, Coordinator of the Central Darfur camps; Commissioner of Zalingei; ACJPS",1,Zalingei town,"Hasahisa camp in Zalingei, Central Darfur,",Central Darfur state,Zalingei district,12.883333,23.466667,POINT (23.466667 12.883333),148007,Sudan,625,Africa,1,1,01/20/2018 00:00:00,01/20/2018 00:00:00,0,0,0,4,4,5,4,,POINT (23.466667 12.883333)
SUD-2022-1-666-2,2022,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898""",UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898,UN,2,Rokoro town,near Rockero village in Central Darfur,Central Darfur state,Rokoro district,13.28,24.45,POINT (24.45 13.28),148729,Sudan,625,Africa,1,1,10/18/2022 00:00:00,10/18/2022 00:00:00,12,0,0,0,12,12,12,,POINT (24.45 13.28)
SUD-2022-1-666-3,2022,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898""",UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898,UN,2,Rokoro town,near Rockero village in Central Darfur,Central Darfur state,Rokoro district,13.28,24.45,POINT (24.45 13.28),148729,Sudan,625,Africa,1,1,10/21/2022 00:00:00,10/21/2022 00:00:00,9,0,0,0,9,9,9,,POINT (24.45 13.28)
SUD-2016-1-833-107,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Abdallah, Nworrah, Assadiq, Amnesty International",1,Sarrong village,"in Sorrong
central Jebel Marra",Central Darfur state,Rokoro district,13.079031,24.319189,POINT (24.319189 13.079031),148729,Sudan,625,Africa,2,2,04/10/2016 00:00:00,04/11/2016 00:00:00,0,0,8,0,8,8,8,,POINT (24.319189 13.079031)
SUD-2016-3-625-102,2016,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Nworrah, Amnesty International",1,Dursa village,"in Dursa village
central Jebel Marra",Central Darfur state,Rokoro district,13.070916,24.317988,POINT (24.317988 13.070916),148729,Sudan,625,Africa,1,2,04/10/2016 00:00:00,04/11/2016 00:00:00,0,0,1,0,1,1,1,,POINT (24.317988 13.070916)
SUD-2017-1-666-2,2017,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""ICG,2017-05-31,Sudan  MAY 2017""",ICG,2017-05-31,Sudan  MAY 2017,,4,Central Darfur state,Jebel Marra area of Central Darfur,Central Darfur state,,12.333333,23.416667,POINT (23.416667 12.333333),147287,Sudan,625,Africa,2,4,04/15/2017 00:00:00,04/30/2017 00:00:00,0,0,0,19,19,19,19,,POINT (23.416667 12.333333)
SUD-2022-1-666-4,2022,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898""",UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898,UN,2,Rokoro town,near Rockero village in Central Darfur,Central Darfur state,Rokoro district,13.28,24.45,POINT (24.45 13.28),148729,Sudan,625,Africa,1,1,11/01/2022 00:00:00,11/01/2022 00:00:00,0,0,0,10,10,10,10,,POINT (24.45 13.28)
SUD-2022-2-16002-0,2022,False,Clear,2,16002,14695,SLM/A - MA - SLM/A - SB,16002,16002,SLM/A - MA - SLM/A - SB,7415,7415,SLM/A - MA,7414,7414,SLM/A - SB,1,"""UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898""",UN Security Council,2022-12-01,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/898,,5,Jebel Marra area,Torora village,,,12.94996,24.25816,POINT (24.25816 12.94996),148009,Sudan,625,Africa,1,1,09/16/2022 00:00:00,09/16/2022 00:00:00,0,0,0,2,2,2,2,,POINT (24.25816 12.94996)
SUD-2020-3-947-28,2020,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2020-11-27,Darfur Insecurity - Omda, Three Farmers Shot Dead
CR 	Radio Dabanga""",All Africa,2020-11-27,"Darfur Insecurity - Omda, Three Farmers Shot Dead
CR 	Radio Dabanga",,2,Nertiti town,"farm near Nierteti, Central Darfur",Central Darfur state,Nertiti district,12.958041,24.038332,POINT (24.038332 12.958041),148009,Sudan,625,Africa,1,1,11/24/2020 00:00:00,11/24/2020 00:00:00,0,0,1,0,1,1,1,,POINT (24.038332 12.958041)
SUD-2016-1-833-108,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Anjummah, Amnesty International",1,Kibili village,"Kibily village
central Jebel Marra",Central Darfur state,Nertiti district,13.042959,24.295682,POINT (24.295682 13.042959),148729,Sudan,625,Africa,1,4,04/01/2016 00:00:00,04/30/2016 00:00:00,0,0,7,0,7,7,7,,POINT (24.295682 13.042959)
SUD-2016-1-833-109.1,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Anjummah, Amnesty International",1,Kilinge village,"in Sorrong and Kilinje
central Jebel Marra",Central Darfur state,Rokoro district,13.090121,24.322009,POINT (24.322009 13.090121),148729,Sudan,625,Africa,2,5,01/01/2016 00:00:00,04/09/2016 00:00:00,0,0,3,0,3,2,3,,POINT (24.322009 13.090121)
SUD-2016-3-625-103,2016,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Suad, Amnesty International",2,Sarrong village,"Burro, a small village close to Sorrong,
central Jebel Marra",Central Darfur state,Rokoro district,13.079031,24.319189,POINT (24.319189 13.079031),148729,Sudan,625,Africa,1,4,04/01/2016 00:00:00,04/30/2016 00:00:00,0,0,1,0,1,1,1,,POINT (24.319189 13.079031)
SUD-2016-1-833-110,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Suad, Amnesty International",2,Burro village,"in a brook nearby Burro village
central Jebel Marra",Central Darfur state,Nertiti district,13.068194,24.127893,POINT (24.127893 13.068194),148729,Sudan,625,Africa,1,4,04/01/2016 00:00:00,04/30/2016 00:00:00,0,0,0,2,2,2,2,,POINT (24.127893 13.068194)
SUD-2016-3-625-104,2016,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Taajah, Amnesty International",2,Sarrong village,"small village east of Sorrong
central Jebel Marra",Central Darfur state,Rokoro district,13.079031,24.319189,POINT (24.319189 13.079031),148729,Sudan,625,Africa,1,4,04/01/2016 00:00:00,04/29/2016 00:00:00,0,0,15,0,15,20,15,,POINT (24.319189 13.079031)
SUD-2016-1-833-111,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Amnesty International,2016-09-29,SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR""",Amnesty International,2016-09-29,"SUDAN: SCORCHED EARTH, POISONED AIR: SUDANESE GOVERNMENT FORCES RAVAGE JEBEL MARRA, DARFUR","Abdulshakur, Amnesty International",3,Rokoro district,"in Bogotah, a village about a four hour walk east of Golo
central Jebel Marra",Central Darfur state,Rokoro district,13.33349,24.52209,POINT (24.52209 13.33349),148730,Sudan,625,Africa,1,5,01/01/2016 00:00:00,04/30/2016 00:00:00,0,0,6,0,6,6,6,,POINT (24.52209 13.33349)
SUD-2015-3-625-124,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-05-31,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF MAY 2015""",SUDO(UK),2015-05-31,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF MAY 2015,,4,South Darfur state,South Darfur,South Darfur state,,11.5,24.666667,POINT (24.666667 11.5),146570,Sudan,625,Africa,1,1,05/28/2015 00:00:00,05/28/2015 00:00:00,0,0,0,0,0,1,0,,POINT (24.666667 11.5)
SUD-2015-3-625-125,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-05-31,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF MAY 2015""",SUDO(UK),2015-05-31,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF MAY 2015,,1,Gereida town,"in Gereida
South Darfur",South Darfur state,Gerida district,11.266667,25.133333,POINT (25.133333 11.266667),145851,Sudan,625,Africa,1,1,05/28/2015 00:00:00,05/28/2015 00:00:00,0,0,2,0,2,2,2,,POINT (25.133333 11.266667)
SUD-2018-1-666-45,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""All Africa,2018-02-07,♦ This Week's News in Brief ♦
CR 	Radio Dabanga"";""Radio Dabanga,2018-01-31,UXO blast kills one, maims two in Darfur’s Jebel Marra""",All Africa;Radio Dabanga,2018-02-07;2018-01-31,"♦ This Week's News in Brief ♦
CR 	Radio Dabanga;UXO blast kills one, maims two in Darfur’s Jebel Marra",Radio Dabanga,2,Dolma village,"Darfur's Jebel Marra

near Dolma village, about 15 km west of Tabit in Tawila locality in North Darfur.",North Darfur state,El Fasher district,13.15,25.016666,POINT (25.016666 13.15),148731,Sudan,625,Africa,1,1,01/31/2018 00:00:00,01/31/2018 00:00:00,0,0,0,0,0,1,0,,POINT (25.016666 13.15)
SUD-2016-1-833-124,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""United Nations Security Council Report S/2016/268,2016-03-22,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur """,United Nations Security Council Report S/2016/268,2016-03-22,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,2,Nertiti town,"vicinity of Nertiti, in Tado and Moro villages
on 26 February and Marra and Kudey villages on 28 February",Central Darfur state,Nertiti district,12.958041,24.038332,POINT (24.038332 12.958041),148009,Sudan,625,Africa,2,4,02/13/2016 00:00:00,02/28/2016 00:00:00,0,0,10,0,10,10,10,,POINT (24.038332 12.958041)
SUD-2016-3-625-80,2016,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""All Africa,2016-09-19,Militiamen Kill Four Boys in South Darfur"";""SUDO(UK),2016-11-16,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2016""",All Africa;SUDO(UK),2016-09-19;2016-11-16,Militiamen Kill Four Boys in South Darfur;HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2016,relative,3,Kass district,"South Darfur
between Burma, west of Kass town, and Dogenj villages
in Bronga village as they made their way home to Daqunj in East Jebel Marra",South Darfur state,Kass district,12.5,24.25,POINT (24.25 12.5),148009,Sudan,625,Africa,1,1,09/15/2016 00:00:00,09/15/2016 00:00:00,0,0,0,0,0,4,0,,POINT (24.25 12.5)
SUD-2016-1-833-125,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur """,United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,1,Kutrum village,"in Kutrum, east of Nertiti",Central Darfur state,Nertiti district,12.992,24.131,POINT (24.131 12.992),148009,Sudan,625,Africa,1,1,05/30/2016 00:00:00,05/30/2016 00:00:00,12,9,0,0,21,21,21,,POINT (24.131 12.992)
SUD-2016-1-833-126,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur """,United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,1,Kutrum village,in Kutrum,Central Darfur state,Nertiti district,12.992,24.131,POINT (24.131 12.992),148009,Sudan,625,Africa,1,1,06/05/2016 00:00:00,06/05/2016 00:00:00,0,0,10,0,10,10,10,,POINT (24.131 12.992)
SUD-2016-3-625-110,2016,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur """,United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,2,Feina town/Feina Hilat Kabir,"Feina and surrounding areas near Kass
South Darfur",South Darfur state,East/Sharq Jabel Marra district,12.883006,24.486849,POINT (24.486849 12.883006),148009,Sudan,625,Africa,1,1,03/15/2016 00:00:00,03/15/2016 00:00:00,0,0,42,0,42,42,42,,POINT (24.486849 12.883006)
SUD-2016-2-324-2,2016,False,Clear,2,5462,4852,Masalit  - Rizeigat Abbala,5462,5462,Masalit  - Rizeigat Abbala,993,993,Masalit,676,676,Rizeigat Abbala,1,"""United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur """,United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,2,El Sireaf locality,"North Darfur
near Sereif",North Darfur state,El Sireaf district,13.9888,23.379334,POINT (23.3793348 13.9888005),149447,Sudan,625,Africa,1,4,04/01/2016 00:00:00,04/30/2016 00:00:00,0,2,0,0,2,2,2,,POINT (23.3793348 13.9888005)
SUD-2016-2-76-0,2016,False,Clear,2,5244,4634,Habaniya  - Rizeigat Baggara,5244,5244,Habaniya  - Rizeigat Baggara,615,615,Habaniya,703,703,Rizeigat Baggara,1,"""United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur """,United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,4,East Darfur state,East Darfur,East Darfur state,,11.166667,26.5,POINT (26.5 11.166667),145854,Sudan,625,Africa,1,1,04/23/2016 00:00:00,04/23/2016 00:00:00,2,0,0,0,2,2,2,,POINT (26.5 11.166667)
SUD-2016-2-153-0,2016,False,Clear,2,5316,4706,Ma'aliyah - Zaghawa,5316,5316,Ma'aliyah - Zaghawa,641,641,Ma'aliyah,705,705,Zaghawa,1,"""United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur """,United Nations Security Council Report S/2016/587,2016-07-01,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,4,East Darfur state,East Darfur,East Darfur state,,11.166667,26.5,POINT (26.5 11.166667),145854,Sudan,625,Africa,1,1,04/07/2016 00:00:00,04/07/2016 00:00:00,0,1,0,0,1,1,1,,POINT (26.5 11.166667)
SUD-2016-2-15074-0,2016,False,Clear,2,15074,13922,Fulani - Masalit,15074,15074,Fulani - Masalit,607,607,Fulani,993,993,Masalit,1,"""United Nations Security Council Report S/2016/812,2016-09-27,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur""",United Nations Security Council Report S/2016/812,2016-09-27,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,2,Gereida town,"in the Towiel and Nabbagaya areas located, respectively, east and
west of Graida,",South Darfur state,Gerida district,11.266667,25.133333,POINT (25.133333 11.266667),145851,Sudan,625,Africa,2,2,08/22/2016 00:00:00,08/27/2016 00:00:00,0,9,0,2,11,11,11,,POINT (25.133333 11.266667)
MLI-2016-2-X1161-1,2016,False,Clear,2,10264,9654,Arab - Zaghawa,10264,10264,Arab - Zaghawa,1012,1012,Arab,705,705,Zaghawa,1,"""United Nations Security Council Report S/2016/812,2016-09-27,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur""",United Nations Security Council Report S/2016/812,2016-09-27,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur,UNAMID,1,Ba'ashim village,"North Darfur,
in Ba’ashim, north-west of Mellit",North Darfur state,Mellit district,14.614447,25.256865,POINT (25.256865 14.614447),150891,Sudan,625,Africa,1,1,08/14/2016 00:00:00,08/14/2016 00:00:00,0,3,0,0,3,3,3,,POINT (25.256865 14.614447)
SUD-2016-1-833-127,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Radio Dabanga,2016-01-17,Major offensive on Darfur's Jebel Marra ongoing""",Radio Dabanga,2016-01-17,Major offensive on Darfur's Jebel Marra ongoing,,2,Suni village,"Lugi and Suni villages, south of Fanga.",South Darfur state,East/Sharq Jabel Marra district,13.02225,24.414025,POINT (24.414025 13.02225),148729,Sudan,625,Africa,1,2,01/16/2016 00:00:00,01/17/2016 00:00:00,0,0,2,0,2,2,2,,POINT (24.414025 13.02225)
